cod_ordencompra,cod_insumo,cod_supcantidad,cod_supcalidad,cantidad_recibida,fechahora_cantidad,Cod_Calidad,fechahora_calidad,descripcion
282,13,103,104,104,26/03/2023 14:01,5,26/03/2023 22:10,muy bien
283,170,103,104,115,24/10/2023 00:56,3,24/10/2023 09:06,decente
283,356,103,104,108,25/12/2023 08:22,5,25/12/2023 16:31,bien
283,326,103,104,115,11/01/2023 09:16,5,11/01/2023 17:25,muy bien
283,227,103,104,112,12/11/2023 11:41,3,12/11/2023 19:51,decente
283,63,103,104,107,14/07/2023 05:20,5,14/07/2023 13:29,bien
283,138,103,104,106,8/11/2023 22:02,4,9/11/2023 06:11,muy bien
283,185,103,104,99,6/11/2023 08:18,3,6/11/2023 16:27,decente
283,186,103,104,96,10/01/2023 08:45,5,10/01/2023 16:55,bien
283,343,103,104,101,4/05/2023 01:47,4,4/05/2023 09:57,muy bien
284,237,103,104,111,13/02/2023 23:16,5,14/02/2023 07:25,decente
284,82,103,104,97,5/09/2023 17:38,4,6/09/2023 01:48,bien
285,136,103,104,108,12/01/2023 21:51,5,13/01/2023 06:00,muy bien
285,105,103,104,98,8/03/2023 17:30,3,9/03/2023 01:40,decente
285,131,103,104,100,9/05/2023 01:03,4,9/05/2023 09:13,bien
285,300,103,104,96,5/08/2023 17:12,4,6/08/2023 01:22,muy bien
285,311,103,104,101,29/10/2023 08:56,5,29/10/2023 17:06,decente
286,287,103,104,91,15/02/2023 00:17,5,15/02/2023 08:26,bien
286,357,103,104,90,7/09/2023 00:54,4,7/09/2023 09:04,muy bien
286,392,103,104,100,8/01/2023 10:49,4,8/01/2023 18:59,decente
287,130,103,104,112,3/03/2023 18:15,5,4/03/2023 02:25,bien
287,185,103,104,100,17/03/2023 02:06,3,17/03/2023 10:15,muy bien
287,399,103,104,94,19/09/2023 11:48,5,19/09/2023 19:58,decente
287,94,103,104,112,27/01/2023 15:06,3,27/01/2023 23:15,bien
287,434,103,104,109,2/04/2023 20:28,3,3/04/2023 04:38,muy bien
287,148,103,104,110,22/03/2023 05:11,4,22/03/2023 13:21,decente
287,108,103,104,100,11/11/2023 15:08,3,11/11/2023 23:18,bien
288,171,103,104,108,15/01/2023 04:42,3,15/01/2023 12:52,muy bien
288,294,103,104,110,27/12/2023 06:06,5,27/12/2023 14:15,decente
288,371,103,104,91,28/10/2023 12:32,4,28/10/2023 20:41,bien
289,199,103,104,90,29/01/2023 15:33,4,29/01/2023 23:43,muy bien
289,345,103,104,101,1/07/2023 00:46,4,1/07/2023 08:56,decente
289,261,103,104,113,9/01/2023 22:53,4,10/01/2023 07:03,bien
290,11,103,104,91,5/11/2023 05:22,3,5/11/2023 13:32,muy bien
290,431,103,104,113,29/04/2023 12:33,3,29/04/2023 20:42,decente
290,287,103,104,100,15/08/2023 00:31,3,15/08/2023 08:41,bien
290,254,103,104,98,16/01/2023 18:51,4,17/01/2023 03:01,muy bien
291,369,103,104,93,4/10/2023 05:08,4,4/10/2023 13:18,decente
291,173,103,104,107,15/08/2023 08:00,4,15/08/2023 16:10,bien
291,8,103,104,108,22/04/2023 02:23,5,22/04/2023 10:33,muy bien
291,341,103,104,111,30/10/2023 11:20,5,30/10/2023 19:29,decente
291,373,103,104,106,23/06/2023 11:48,4,23/06/2023 19:57,bien
292,340,103,104,111,14/06/2023 05:35,5,14/06/2023 13:44,muy bien
292,176,103,104,112,30/05/2023 12:39,3,30/05/2023 20:49,decente
292,25,103,104,109,3/05/2023 15:02,4,3/05/2023 23:12,bien
292,393,103,104,107,14/02/2023 22:15,3,15/02/2023 06:24,muy bien
292,370,103,104,98,9/07/2023 01:02,5,9/07/2023 09:12,decente
292,372,103,104,106,10/08/2023 09:18,3,10/08/2023 17:28,bien
292,253,103,104,109,25/02/2023 06:24,3,25/02/2023 14:34,muy bien
292,364,103,104,91,22/11/2023 15:24,5,22/11/2023 23:34,decente
293,102,103,104,106,25/05/2023 20:16,4,26/05/2023 04:25,bien
293,59,103,104,94,3/04/2023 23:37,3,4/04/2023 07:46,muy bien
293,450,103,104,101,24/10/2023 05:44,3,24/10/2023 13:54,decente
293,431,103,104,95,8/10/2023 21:04,3,9/10/2023 05:14,bien
294,25,103,104,90,14/11/2023 19:28,5,15/11/2023 03:37,muy bien
294,182,103,104,98,10/05/2023 00:15,5,10/05/2023 08:25,decente
294,405,103,104,95,8/12/2023 20:34,4,9/12/2023 04:44,bien
294,208,103,104,93,15/09/2023 05:11,3,15/09/2023 13:21,muy bien
295,368,103,104,108,5/02/2023 03:45,4,5/02/2023 11:54,decente
295,114,103,104,115,16/07/2023 01:06,4,16/07/2023 09:16,bien
296,61,103,104,94,28/04/2023 19:49,4,29/04/2023 03:58,muy bien
296,161,103,104,98,9/11/2023 19:04,3,10/11/2023 03:14,decente
296,380,103,104,96,30/01/2023 19:26,4,31/01/2023 03:36,bien
296,82,103,104,95,11/11/2023 00:20,5,11/11/2023 08:30,muy bien
296,360,103,104,114,2/05/2023 06:25,4,2/05/2023 14:34,decente
297,422,103,104,114,16/11/2023 09:30,4,16/11/2023 17:40,bien
297,378,103,104,103,22/02/2023 15:27,3,22/02/2023 23:37,muy bien
297,153,103,104,94,29/10/2023 20:32,4,30/10/2023 04:42,decente
297,316,103,104,105,6/06/2023 02:08,4,6/06/2023 10:17,bien
297,387,103,104,92,19/02/2023 05:40,3,19/02/2023 13:49,muy bien
298,315,103,104,115,22/05/2023 04:42,3,22/05/2023 12:51,decente
298,416,103,104,111,9/05/2023 23:09,3,10/05/2023 07:19,bien
298,450,103,104,96,18/12/2023 19:52,3,19/12/2023 04:01,muy bien
298,188,103,104,99,20/10/2023 06:30,5,20/10/2023 14:39,decente
298,324,103,104,101,12/01/2023 15:48,3,12/01/2023 23:58,bien
298,366,103,104,114,27/01/2023 08:00,4,27/01/2023 16:10,muy bien
299,270,103,104,110,30/07/2023 23:08,3,31/07/2023 07:18,decente
299,260,103,104,94,10/09/2023 06:06,3,10/09/2023 14:16,bien
299,171,103,104,96,1/02/2023 15:31,3,1/02/2023 23:41,muy bien
299,425,103,104,110,24/03/2023 14:19,5,24/03/2023 22:28,decente
299,252,103,104,101,13/08/2023 17:25,5,14/08/2023 01:35,bien
299,342,103,104,109,28/06/2023 07:42,5,28/06/2023 15:52,muy bien
299,112,103,104,100,23/06/2023 15:11,5,23/06/2023 23:21,decente
300,238,103,104,98,14/02/2023 17:37,4,15/02/2023 01:46,bien
300,451,103,104,93,1/12/2023 00:03,3,1/12/2023 08:12,muy bien
300,274,103,104,104,16/06/2023 08:16,3,16/06/2023 16:26,decente
300,261,103,104,98,9/03/2023 03:04,3,9/03/2023 11:14,bien
301,172,103,104,107,30/07/2023 04:35,4,30/07/2023 12:45,muy bien
301,291,103,104,112,9/08/2023 19:40,5,10/08/2023 03:50,decente
301,280,103,104,90,28/11/2023 06:38,4,28/11/2023 14:47,bien
301,17,103,104,115,25/01/2023 02:37,5,25/01/2023 10:47,muy bien
301,249,103,104,93,17/07/2023 05:53,4,17/07/2023 14:02,decente
302,305,103,104,93,15/12/2023 21:20,3,16/12/2023 05:29,bien
302,120,103,104,106,9/08/2023 07:43,4,9/08/2023 15:52,muy bien
302,195,103,104,102,12/09/2023 18:40,4,13/09/2023 02:49,decente
302,21,103,104,94,1/01/2023 08:13,5,1/01/2023 16:23,bien
302,351,103,104,96,10/01/2023 16:52,3,11/01/2023 01:01,muy bien
302,254,103,104,111,15/01/2023 18:40,4,16/01/2023 02:50,decente
303,306,103,104,90,18/02/2023 02:54,4,18/02/2023 11:03,bien
303,440,103,104,113,21/04/2023 13:23,5,21/04/2023 21:32,muy bien
303,96,103,104,90,19/06/2023 22:37,3,20/06/2023 06:47,decente
303,22,103,104,96,19/10/2023 23:36,4,20/10/2023 07:46,bien
303,179,103,104,95,23/09/2023 18:10,4,24/09/2023 02:19,muy bien
303,191,103,104,109,25/01/2023 12:28,3,25/01/2023 20:38,decente
303,304,103,104,110,29/12/2023 09:40,4,29/12/2023 17:50,bien
303,425,103,104,100,12/02/2023 01:42,4,12/02/2023 09:52,muy bien
304,294,103,104,99,4/12/2023 12:51,5,4/12/2023 21:01,decente
304,77,103,104,101,3/01/2023 09:29,3,3/01/2023 17:38,bien
304,419,103,104,94,27/11/2023 21:15,5,28/11/2023 05:25,muy bien
304,255,103,104,107,2/11/2023 13:44,4,2/11/2023 21:53,decente
304,123,103,104,92,29/01/2023 05:59,3,29/01/2023 14:08,bien
304,49,103,104,102,8/05/2023 21:00,5,9/05/2023 05:09,muy bien
304,336,103,104,102,23/08/2023 05:09,3,23/08/2023 13:19,decente
305,353,103,104,98,8/07/2023 07:27,4,8/07/2023 15:36,bien
305,77,103,104,104,18/08/2023 06:01,5,18/08/2023 14:10,muy bien
305,243,103,104,106,11/07/2023 02:03,4,11/07/2023 10:13,decente
305,69,103,104,105,18/11/2023 16:33,3,19/11/2023 00:43,bien
305,452,103,104,106,23/07/2023 00:11,5,23/07/2023 08:21,muy bien
305,265,103,104,96,3/05/2023 08:51,3,3/05/2023 17:01,decente
306,11,103,104,96,15/09/2023 16:04,5,16/09/2023 00:13,bien
306,444,103,104,97,23/06/2023 06:25,3,23/06/2023 14:34,muy bien
306,292,103,104,105,18/10/2023 04:37,5,18/10/2023 12:47,decente
306,328,103,104,94,27/06/2023 17:29,3,28/06/2023 01:38,bien
307,281,103,104,98,1/07/2023 13:57,5,1/07/2023 22:06,muy bien
307,378,103,104,91,28/12/2023 19:26,4,29/12/2023 03:35,decente
307,296,103,104,98,30/04/2023 05:30,3,30/04/2023 13:40,bien
307,10,103,104,97,4/04/2023 08:39,4,4/04/2023 16:49,muy bien
308,343,103,104,97,23/11/2023 11:52,3,23/11/2023 20:01,decente
308,155,103,104,91,24/12/2023 10:06,5,24/12/2023 18:16,bien
308,412,103,104,93,24/01/2023 06:05,3,24/01/2023 14:14,muy bien
308,381,103,104,96,23/12/2023 21:19,5,24/12/2023 05:28,decente
308,315,103,104,103,11/11/2023 01:11,4,11/11/2023 09:21,bien
308,105,103,104,91,1/12/2023 16:52,3,2/12/2023 01:01,muy bien
308,140,103,104,103,2/07/2023 21:07,4,3/07/2023 05:17,decente
308,241,103,104,105,4/05/2023 18:47,3,5/05/2023 02:56,bien
308,394,103,104,107,20/09/2023 20:46,5,21/09/2023 04:56,muy bien
308,439,103,104,107,8/01/2023 03:53,4,8/01/2023 12:02,decente
309,24,103,104,108,13/07/2023 13:44,3,13/07/2023 21:53,bien
309,383,103,104,114,21/02/2023 22:42,3,22/02/2023 06:52,muy bien
309,350,103,104,90,24/11/2023 01:41,4,24/11/2023 09:51,decente
309,306,103,104,108,20/04/2023 11:16,4,20/04/2023 19:26,bien
310,81,103,104,109,15/06/2023 12:26,5,15/06/2023 20:36,muy bien
310,325,103,104,112,22/11/2023 03:06,4,22/11/2023 11:16,decente
310,7,103,104,115,8/09/2023 08:08,3,8/09/2023 16:17,bien
311,372,103,104,97,3/04/2023 15:48,5,3/04/2023 23:57,muy bien
311,21,103,104,95,11/03/2023 18:34,5,12/03/2023 02:43,decente
311,132,103,104,109,6/04/2023 21:24,3,7/04/2023 05:34,bien
312,235,103,104,109,30/03/2023 21:54,5,31/03/2023 06:04,muy bien
312,226,103,104,107,16/11/2023 20:24,4,17/11/2023 04:34,decente
312,363,103,104,96,11/06/2023 19:14,3,12/06/2023 03:24,bien
313,401,103,104,106,24/10/2023 11:55,5,24/10/2023 20:04,muy bien
313,113,103,104,108,22/03/2023 16:01,5,23/03/2023 00:11,decente
315,173,103,104,102,29/10/2023 06:59,4,29/10/2023 15:09,bien
315,130,103,104,95,19/09/2023 16:27,4,20/09/2023 00:37,muy bien
315,297,103,104,108,13/11/2023 03:40,3,13/11/2023 11:50,decente
316,243,103,104,107,12/02/2023 04:13,3,12/02/2023 12:23,bien
316,279,103,104,103,24/11/2023 17:24,4,25/11/2023 01:33,muy bien
317,206,103,104,101,1/12/2023 05:45,5,1/12/2023 13:55,decente
317,286,103,104,96,29/12/2023 08:19,5,29/12/2023 16:29,bien
317,69,103,104,111,22/09/2023 11:34,4,22/09/2023 19:44,muy bien
317,260,103,104,95,16/08/2023 01:22,5,16/08/2023 09:32,decente
317,161,103,104,98,5/03/2023 03:15,3,5/03/2023 11:25,bien
317,249,103,104,94,11/02/2023 07:40,3,11/02/2023 15:50,muy bien
318,62,103,104,113,7/11/2023 20:51,5,8/11/2023 05:01,decente
318,373,103,104,98,16/10/2023 22:02,5,17/10/2023 06:11,bien
318,408,103,104,91,25/01/2023 14:07,4,25/01/2023 22:16,muy bien
318,47,103,104,94,7/10/2023 14:51,3,7/10/2023 23:01,decente
318,235,103,104,93,31/07/2023 04:13,5,31/07/2023 12:23,bien
318,359,103,104,101,29/01/2023 23:04,5,30/01/2023 07:14,muy bien
319,450,103,104,104,9/12/2023 03:21,4,9/12/2023 11:30,decente
319,198,103,104,101,27/09/2023 10:00,3,27/09/2023 18:09,bien
319,177,103,104,93,13/08/2023 06:09,3,13/08/2023 14:19,muy bien
319,260,103,104,109,30/11/2023 20:05,4,1/12/2023 04:14,decente
319,371,103,104,91,22/01/2023 13:20,3,22/01/2023 21:30,bien
320,206,103,104,112,9/12/2023 06:50,4,9/12/2023 15:00,muy bien
320,186,103,104,96,19/09/2023 11:19,3,19/09/2023 19:29,decente
320,210,103,104,95,7/03/2023 23:29,4,8/03/2023 07:38,bien
320,410,103,104,94,18/10/2023 08:24,3,18/10/2023 16:34,muy bien
320,445,103,104,112,1/03/2023 05:49,5,1/03/2023 13:59,decente
320,392,103,104,110,7/09/2023 20:23,5,8/09/2023 04:32,bien
321,360,103,104,108,30/12/2023 14:24,4,30/12/2023 22:33,muy bien
321,206,103,104,98,20/12/2023 21:32,5,21/12/2023 05:41,decente
321,65,103,104,104,29/05/2023 17:41,4,30/05/2023 01:51,bien
321,428,103,104,110,24/09/2023 01:44,5,24/09/2023 09:54,muy bien
321,255,103,104,113,28/02/2023 19:58,4,1/03/2023 04:07,decente
321,423,103,104,109,28/09/2023 01:22,5,28/09/2023 09:31,bien
322,189,103,104,90,29/10/2023 10:46,4,29/10/2023 18:56,muy bien
322,433,103,104,102,30/07/2023 01:42,4,30/07/2023 09:52,decente
322,203,103,104,98,20/07/2023 19:12,4,21/07/2023 03:22,bien
322,39,103,104,100,18/11/2023 09:06,5,18/11/2023 17:16,muy bien
322,241,103,104,94,1/04/2023 02:13,3,1/04/2023 10:23,decente
322,339,103,104,106,1/01/2023 23:30,4,2/01/2023 07:40,bien
323,275,103,104,93,1/12/2023 23:23,4,2/12/2023 07:33,muy bien
323,15,103,104,115,18/05/2023 17:24,3,19/05/2023 01:34,decente
323,80,103,104,114,27/04/2023 15:55,4,28/04/2023 00:05,bien
324,366,103,104,92,7/09/2023 12:55,5,7/09/2023 21:04,muy bien
324,68,103,104,99,21/10/2023 01:12,4,21/10/2023 09:22,decente
324,448,103,104,115,29/03/2023 04:25,5,29/03/2023 12:34,bien
324,362,103,104,98,4/06/2023 03:42,5,4/06/2023 11:51,muy bien
324,296,103,104,95,11/10/2023 02:39,4,11/10/2023 10:49,decente
325,244,103,104,111,24/05/2023 21:01,5,25/05/2023 05:11,bien
326,435,103,104,115,30/05/2023 16:18,4,31/05/2023 00:28,muy bien
326,296,103,104,95,18/05/2023 16:25,5,19/05/2023 00:34,decente
326,177,103,104,104,30/05/2023 13:36,5,30/05/2023 21:46,bien
326,441,103,104,107,24/04/2023 07:32,5,24/04/2023 15:42,muy bien
326,145,103,104,112,28/04/2023 19:50,5,29/04/2023 03:59,decente
327,301,103,104,98,22/03/2023 01:11,3,22/03/2023 09:21,bien
327,5,103,104,98,19/02/2023 17:06,5,20/02/2023 01:16,muy bien
328,367,103,104,114,19/04/2023 16:17,5,20/04/2023 00:26,decente
328,59,103,104,91,7/02/2023 10:09,3,7/02/2023 18:19,bien
328,348,103,104,97,2/03/2023 12:32,5,2/03/2023 20:41,muy bien
329,350,103,104,103,3/02/2023 00:40,3,3/02/2023 08:50,decente
329,64,103,104,111,4/01/2023 14:31,3,4/01/2023 22:41,bien
329,376,103,104,109,30/03/2023 11:37,4,30/03/2023 19:46,muy bien
329,55,103,104,106,15/12/2023 01:01,4,15/12/2023 09:10,decente
329,125,103,104,105,28/04/2023 02:18,3,28/04/2023 10:27,bien
330,1,103,104,100,3/09/2023 21:31,3,4/09/2023 05:40,muy bien
330,241,103,104,113,8/01/2023 00:55,4,8/01/2023 09:05,decente
331,174,103,104,112,4/09/2023 11:19,3,4/09/2023 19:28,bien
331,9,103,104,91,17/11/2023 21:13,4,18/11/2023 05:23,muy bien
331,427,103,104,90,4/02/2023 06:04,4,4/02/2023 14:14,decente
331,221,103,104,101,11/01/2023 00:43,3,11/01/2023 08:53,bien
331,432,103,104,115,1/05/2023 05:18,3,1/05/2023 13:28,muy bien
332,141,103,104,103,26/03/2023 10:02,5,26/03/2023 18:12,decente
332,34,103,104,107,5/01/2023 11:58,4,5/01/2023 20:08,bien
332,289,103,104,115,3/04/2023 13:55,4,3/04/2023 22:05,muy bien
333,442,103,104,104,11/06/2023 05:44,3,11/06/2023 13:53,decente
333,78,103,104,92,20/08/2023 08:11,5,20/08/2023 16:21,bien
333,184,103,104,97,26/08/2023 20:10,5,27/08/2023 04:19,muy bien
334,450,103,104,104,18/11/2023 12:04,4,18/11/2023 20:14,decente
334,56,103,104,104,3/05/2023 16:08,5,4/05/2023 00:18,bien
334,278,103,104,110,17/11/2023 21:21,4,18/11/2023 05:31,muy bien
335,313,103,104,113,17/02/2023 01:27,4,17/02/2023 09:37,decente
335,394,103,104,110,5/10/2023 09:35,3,5/10/2023 17:45,bien
335,64,103,104,92,22/03/2023 08:33,5,22/03/2023 16:43,muy bien
335,68,103,104,101,26/06/2023 03:04,3,26/06/2023 11:14,decente
336,307,103,104,107,22/07/2023 05:09,4,22/07/2023 13:18,bien
336,197,103,104,95,23/01/2023 02:31,4,23/01/2023 10:40,muy bien
336,331,103,104,107,4/08/2023 13:24,3,4/08/2023 21:34,decente
337,189,103,104,99,1/12/2023 12:14,5,1/12/2023 20:23,bien
337,168,103,104,94,3/03/2023 00:54,4,3/03/2023 09:04,muy bien
337,414,103,104,90,13/11/2023 18:34,5,14/11/2023 02:44,decente
338,191,103,104,93,1/03/2023 05:41,3,1/03/2023 13:51,bien
338,52,103,104,99,16/07/2023 07:55,4,16/07/2023 16:05,muy bien
338,8,103,104,101,27/05/2023 16:51,4,28/05/2023 01:01,decente
338,397,103,104,110,22/01/2023 23:46,5,23/01/2023 07:56,bien
339,108,103,104,92,10/06/2023 09:06,3,10/06/2023 17:16,muy bien
339,98,103,104,106,27/11/2023 09:48,5,27/11/2023 17:58,decente
339,440,103,104,111,7/08/2023 21:06,5,8/08/2023 05:16,bien
339,283,103,104,99,24/05/2023 12:27,3,24/05/2023 20:36,muy bien
339,50,103,104,97,30/10/2023 17:32,4,31/10/2023 01:42,decente
340,133,103,104,114,13/02/2023 19:31,4,14/02/2023 03:41,bien
340,445,103,104,96,8/08/2023 18:04,3,9/08/2023 02:14,muy bien
340,185,103,104,93,14/03/2023 06:17,4,14/03/2023 14:27,decente
340,122,103,104,101,10/03/2023 18:43,5,11/03/2023 02:53,bien
341,157,103,104,107,2/02/2023 07:35,4,2/02/2023 15:44,muy bien
341,249,103,104,111,12/04/2023 09:21,5,12/04/2023 17:31,decente
341,173,103,104,92,25/04/2023 20:49,4,26/04/2023 04:59,bien
342,367,103,104,91,15/06/2023 12:28,3,15/06/2023 20:37,muy bien
342,326,103,104,95,20/05/2023 10:48,3,20/05/2023 18:58,decente
342,337,103,104,90,25/11/2023 21:25,3,26/11/2023 05:35,bien
342,296,103,104,108,13/10/2023 11:25,4,13/10/2023 19:35,muy bien
343,366,103,104,108,20/07/2023 12:53,3,20/07/2023 21:02,decente
343,169,103,104,93,1/11/2023 17:25,3,2/11/2023 01:34,bien
343,151,103,104,114,20/05/2023 17:06,3,21/05/2023 01:16,muy bien
344,399,103,104,113,27/05/2023 02:28,4,27/05/2023 10:38,decente
344,189,103,104,90,2/05/2023 14:48,4,2/05/2023 22:58,bien
344,422,103,104,96,8/03/2023 23:09,4,9/03/2023 07:19,muy bien
345,358,103,104,105,24/06/2023 08:47,5,24/06/2023 16:57,decente
345,416,103,104,115,17/04/2023 02:14,3,17/04/2023 10:23,bien
345,21,103,104,109,11/04/2023 09:02,4,11/04/2023 17:12,muy bien
345,240,103,104,115,9/04/2023 08:37,4,9/04/2023 16:46,decente
347,335,103,104,111,14/02/2023 15:36,4,14/02/2023 23:46,bien
347,402,103,104,113,17/10/2023 18:12,4,18/10/2023 02:22,muy bien
347,51,103,104,113,4/07/2023 06:43,5,4/07/2023 14:52,decente
347,275,103,104,97,7/08/2023 17:52,5,8/08/2023 02:02,bien
347,310,103,104,110,26/10/2023 16:32,5,27/10/2023 00:42,muy bien
348,361,103,104,108,5/10/2023 17:55,4,6/10/2023 02:05,decente
348,86,103,104,111,28/05/2023 01:55,3,28/05/2023 10:04,bien
348,124,103,104,103,1/03/2023 21:57,5,2/03/2023 06:07,muy bien
348,355,103,104,91,24/10/2023 14:40,5,24/10/2023 22:50,decente
348,70,103,104,102,7/01/2023 23:09,3,8/01/2023 07:19,bien
348,311,103,104,113,26/01/2023 15:42,5,26/01/2023 23:51,muy bien
349,116,103,104,102,22/04/2023 23:22,5,23/04/2023 07:32,decente
349,383,103,104,95,3/03/2023 16:01,5,4/03/2023 00:11,bien
349,450,103,104,115,24/05/2023 10:48,4,24/05/2023 18:57,muy bien
349,199,103,104,96,24/07/2023 09:51,3,24/07/2023 18:00,decente
350,350,103,104,94,11/09/2023 13:35,3,11/09/2023 21:45,bien
350,97,103,104,105,16/03/2023 01:19,5,16/03/2023 09:29,muy bien
350,208,103,104,108,23/12/2023 08:40,3,23/12/2023 16:50,decente
350,452,103,104,98,1/06/2023 12:13,5,1/06/2023 20:23,bien
350,371,103,104,109,19/01/2023 09:02,5,19/01/2023 17:11,muy bien
350,426,103,104,114,12/11/2023 05:20,5,12/11/2023 13:30,decente
351,107,103,104,110,14/10/2023 01:04,3,14/10/2023 09:14,bien
351,440,103,104,96,1/12/2023 08:53,4,1/12/2023 17:02,muy bien
351,397,103,104,109,4/05/2023 19:13,4,5/05/2023 03:22,decente
351,250,103,104,95,10/09/2023 23:25,4,11/09/2023 07:34,bien
352,319,103,104,97,3/08/2023 21:42,5,4/08/2023 05:52,muy bien
352,31,103,104,104,17/07/2023 08:56,5,17/07/2023 17:06,decente
352,212,103,104,110,9/08/2023 04:07,4,9/08/2023 12:16,bien
352,47,103,104,113,26/10/2023 10:56,3,26/10/2023 19:06,muy bien
352,279,103,104,109,18/07/2023 09:46,3,18/07/2023 17:56,decente
352,92,103,104,92,29/06/2023 14:15,5,29/06/2023 22:25,bien
352,314,103,104,109,25/05/2023 12:50,5,25/05/2023 21:00,muy bien
353,163,103,104,103,26/10/2023 16:28,5,27/10/2023 00:37,decente
353,251,103,104,97,1/03/2023 01:38,4,1/03/2023 09:47,bien
353,426,103,104,100,20/05/2023 07:02,5,20/05/2023 15:12,muy bien
354,9,103,104,113,9/03/2023 02:57,4,9/03/2023 11:07,decente
354,384,103,104,99,3/06/2023 10:57,5,3/06/2023 19:07,bien
354,326,103,104,102,12/11/2023 08:53,5,12/11/2023 17:03,muy bien
355,10,103,104,104,12/10/2023 22:07,5,13/10/2023 06:16,decente
355,65,103,104,112,30/11/2023 18:04,4,1/12/2023 02:14,bien
355,48,103,104,111,23/01/2023 19:22,4,24/01/2023 03:32,muy bien
355,5,103,104,109,11/09/2023 08:01,3,11/09/2023 16:11,decente
355,32,103,104,93,3/03/2023 00:57,5,3/03/2023 09:06,bien
355,273,103,104,111,5/12/2023 17:58,5,6/12/2023 02:07,muy bien
356,164,103,104,103,3/09/2023 12:21,5,3/09/2023 20:30,decente
356,406,103,104,108,22/10/2023 02:45,5,22/10/2023 10:54,bien
356,25,103,104,109,11/11/2023 03:24,3,11/11/2023 11:33,muy bien
356,313,103,104,100,18/09/2023 08:42,4,18/09/2023 16:52,decente
356,371,103,104,99,14/12/2023 00:04,4,14/12/2023 08:14,bien
356,338,103,104,100,14/10/2023 00:10,5,14/10/2023 08:20,muy bien
357,365,103,104,111,21/08/2023 07:26,3,21/08/2023 15:35,decente
357,378,103,104,101,15/01/2023 15:08,5,15/01/2023 23:17,bien
357,81,103,104,93,20/08/2023 05:39,3,20/08/2023 13:49,muy bien
357,329,103,104,108,4/06/2023 04:19,3,4/06/2023 12:28,decente
358,102,103,104,99,12/06/2023 09:45,4,12/06/2023 17:55,bien
358,449,103,104,113,26/03/2023 03:33,3,26/03/2023 11:42,muy bien
359,95,103,104,111,22/07/2023 22:34,5,23/07/2023 06:43,decente
360,103,103,104,94,2/01/2023 08:20,3,2/01/2023 16:29,bien
360,279,103,104,108,7/02/2023 14:53,4,7/02/2023 23:03,muy bien
360,125,103,104,91,2/10/2023 10:39,5,2/10/2023 18:49,decente
360,9,103,104,99,6/06/2023 23:51,4,7/06/2023 08:01,bien
361,394,103,104,103,27/10/2023 03:33,4,27/10/2023 11:43,muy bien
362,299,103,104,96,1/12/2023 11:22,5,1/12/2023 19:31,decente
362,269,103,104,109,15/12/2023 07:21,5,15/12/2023 15:30,bien
363,401,103,104,101,10/06/2023 00:20,4,10/06/2023 08:30,muy bien
363,87,103,104,98,25/12/2023 01:55,4,25/12/2023 10:04,decente
363,387,103,104,112,24/03/2023 06:55,3,24/03/2023 15:05,bien
363,79,103,104,101,7/12/2023 08:46,3,7/12/2023 16:56,muy bien
363,376,103,104,94,25/06/2023 01:58,4,25/06/2023 10:08,decente
363,136,103,104,94,8/01/2023 01:59,5,8/01/2023 10:09,bien
363,90,103,104,113,12/10/2023 19:24,3,13/10/2023 03:34,muy bien
364,131,103,104,111,28/09/2023 05:40,5,28/09/2023 13:50,decente
364,98,103,104,103,5/08/2023 06:27,3,5/08/2023 14:37,bien
364,44,103,104,109,6/10/2023 07:05,5,6/10/2023 15:15,muy bien
364,384,103,104,90,12/03/2023 02:55,4,12/03/2023 11:04,decente
364,154,103,104,106,6/03/2023 18:20,3,7/03/2023 02:29,bien
365,129,103,104,96,7/10/2023 11:23,4,7/10/2023 19:33,muy bien
365,40,103,104,92,8/10/2023 22:41,4,9/10/2023 06:51,decente
365,178,103,104,110,22/01/2023 06:34,3,22/01/2023 14:43,bien
366,403,103,104,103,8/02/2023 00:59,4,8/02/2023 09:09,muy bien
366,107,103,104,112,10/07/2023 21:52,3,11/07/2023 06:01,decente
367,436,103,104,108,24/05/2023 15:30,4,24/05/2023 23:40,bien
367,137,103,104,103,18/11/2023 06:03,4,18/11/2023 14:13,muy bien
367,368,103,104,102,30/10/2023 20:42,3,31/10/2023 04:51,decente
368,126,103,104,98,26/02/2023 14:07,4,26/02/2023 22:16,bien
368,97,103,104,94,5/12/2023 20:49,4,6/12/2023 04:59,muy bien
368,231,103,104,106,24/04/2023 00:51,4,24/04/2023 09:01,decente
368,380,103,104,96,18/07/2023 01:19,3,18/07/2023 09:28,bien
368,59,103,104,115,18/09/2023 11:23,3,18/09/2023 19:32,muy bien
369,99,103,104,115,28/11/2023 03:18,5,28/11/2023 11:28,decente
370,295,103,104,105,2/02/2023 19:02,4,3/02/2023 03:11,bien
370,11,103,104,100,14/08/2023 03:16,5,14/08/2023 11:26,muy bien
370,290,103,104,100,15/06/2023 19:18,3,16/06/2023 03:27,decente
370,355,103,104,106,8/03/2023 19:50,4,9/03/2023 04:00,bien
370,115,103,104,111,22/11/2023 21:54,5,23/11/2023 06:03,muy bien
370,273,103,104,93,17/03/2023 03:16,3,17/03/2023 11:25,decente
371,167,103,104,106,28/05/2023 06:25,5,28/05/2023 14:35,bien
